sim,method_2_lb,method_2_ub,method_3_lb,method_3_ub
1,-2.1863665633688,2.69308208601664,-2.57686448986207,2.56411076928956
2,-2.81525960462241,2.73877824317279,-2.59552772518999,2.56959229216912
3,-2.47519542040137,2.43910736444008,-2.59732387411295,2.56788702528553
4,-2.34704430883165,2.69308208601664,-2.57253677361455,2.56783872536112
5,-2.22841884018782,2.21121137303992,-2.61807178143409,2.57814388042506
6,-2.74724317403326,2.2670957048402,-2.5699545737334,2.49054217868383
7,-2.37683077659699,2.8452372905083,-2.58965452217223,2.60693551509482
8,-2.34773330263053,2.15390285264635,-2.57822098316319,2.58158225573894
9,-3.30477187510238,2.84808921692627,-2.62471881696219,2.53910269175326
10,-2.7727414719048,2.26569731938441,-2.6228147346913,2.52996385706295
11,-3.04046387310476,2.58266314837631,-2.59315159753617,2.56770691164402
12,-2.712988445911,2.59181198396546,-2.58961093972736,2.55196378128874
13,-2.13368462342051,2.3577345201767,-2.57819857556057,2.51297420889064
14,-2.35758126031472,2.35792342402693,-2.50843849184127,2.56512027438839
15,-2.67787357845532,2.15377083124625,-2.57325247119412,2.59256994412457
16,-2.60703537426842,2.35678657740958,-2.54261957889056,2.56675609210931
17,-2.1480582714567,2.22222846947858,-2.55243964857729,2.53408303452615
18,-2.73342261655335,2.51539974790006,-2.60415767723392,2.55317785474588
19,-2.69922740548435,2.26417247493219,-2.5814768700252,2.57328082773522
20,-2.45834535534669,2.45257945732295,-2.60704992344155,2.51297372875029
21,-2.6247658122906,2.45412773326505,-2.62140844561117,2.56623629789832
22,-2.52946283212638,2.95846163427699,-2.58688483058492,2.55019808993703
23,-2.55241311177528,2.51770215585219,-2.57310735196851,2.53408008183181
24,-2.7373432803929,2.48735542147983,-2.63066691281409,2.53908631605114
25,-1.92843983681404,2.24058851165864,-2.59204006928808,2.52506406534931
26,-2.25421967205948,2.21456877566233,-2.57304200173683,2.56411143155964
27,-2.63478049042287,2.86163231663962,-2.58701529457881,2.53413298241514
28,-2.48939387887229,2.50119188949849,-2.62146426803426,2.52663201180271
29,-2.27781713400648,2.72558874730197,-2.59735227837194,2.50138098306348
30,-2.4233650356905,2.1403933856579,-2.55641285025694,2.59699883377399
31,-2.16274216781942,2.01608467340304,-2.54268959360327,2.53908799037084
32,-2.4694341249635,2.52505002326621,-2.55895937146109,2.56687439198079
33,-2.1675332176641,2.33593476982302,-2.56812738988679,2.56627182364981
34,-2.70440785199402,2.90928518789233,-2.58148730174419,2.48756689191838
35,-2.31113921890214,2.63742934490139,-2.5538363341886,2.56777763389015
36,-2.50848195324914,2.66783230151057,-2.60367183404457,2.59188917802631
37,-2.54266962905603,3.09890009228677,-2.5895767988101,2.56553997929662
38,-1.98466924689107,2.54229916938866,-2.56627208838683,2.57945796693242
39,-2.56817943312044,2.35792342402693,-2.54961554093226,2.55895375327421
40,-3.04454993596621,3.10311295353443,-2.628396573462,2.55896040700025
41,-2.00928033012124,2.13767893571933,-2.59189851069673,2.55707345863089
42,-3.00925433435783,2.46584412016052,-2.58259328619276,2.56501165943068
43,-2.56817943312044,2.93953870282151,-2.58956486004593,2.56456060991909
44,-2.36203568885442,2.30559502026144,-2.62129872102587,2.56418650697691
45,-2.5955239402545,2.43300896512522,-2.59553224711125,2.56548787145721
46,-2.71337542855494,3.26307949972192,-2.60204848510099,2.49158564260986
47,-2.68401343582625,2.62220958486542,-2.54803599803512,2.5649658470953
48,-2.57680135021746,2.17737419427121,-2.58218223947786,2.56952160956026
49,-2.68881747349651,2.35484673207819,-2.58228913367554,2.5732523289401
50,-2.39930876827632,2.45508019234282,-2.56627749175707,2.54235168725515
51,-2.4233650356905,2.35484673207819,-2.58137182058396,2.56772952300056
52,-2.46817265468843,2.38609922253145,-2.58647759563522,2.60064031169943
53,-2.29879599250741,2.49806216440743,-2.55187984068057,2.53733171582775
54,-2.57303762474312,2.47179807002231,-2.61804482531936,2.56464028421055
55,-2.35758126031472,2.55457289486125,-2.55882912879214,2.54369720056577
56,-2.31018117565475,2.59256876580449,-2.59184979492147,2.56420060075676
57,-2.70996120362353,2.5649891273566,-2.53705978664784,2.56779328315386
58,-2.28790342485677,2.69485606158575,-2.57825319067877,2.53898220808839
59,-2.38154227083393,2.50821339865584,-2.59198293451869,2.55714047446527
60,-2.77875551118709,2.40489107106004,-2.60017357300687,2.53400565476035
61,-2.31660211888839,2.24058851165864,-2.58138065759753,2.55803307269775
62,-2.66372858105507,2.68389087218871,-2.5777583539163,2.56792684560293
63,-2.82024624795634,2.56683214577219,-2.63745140930928,2.59105652333385
64,-2.26537764041695,3.22715579558997,-2.63576790042302,2.52785137162371
65,-2.62620361587509,2.53397867560498,-2.62627720178456,2.56785083467518
66,-2.68318055875973,2.85550255087995,-2.5973471228459,2.56778744071074
67,-2.36717764527558,2.05284842640894,-2.59343162224219,2.50118427212502
68,-2.3264321066897,2.44978320690152,-2.56628620915313,2.53415305756179
69,-2.44160997983716,2.54096702878507,-2.52224295628411,2.56787401530393
70,-1.75798865937792,2.39655746130764,-2.59727924308569,2.54480852255368
71,-2.72895889467284,2.80314616764078,-2.64171580336536,2.59645843086136
72,-2.73607325764234,2.33387706097698,-2.54892309606087,2.52730846170639
73,-2.57246465757397,2.13490722528087,-2.58967180948825,2.59172539239863
74,-2.8681654895321,3.17991824104558,-2.58221015435144,2.53000058514136
75,-2.44718505585375,3.10444411804063,-2.57811908601108,2.55892539340169
76,-2.10582536989808,2.18013875177406,-2.64787795304992,2.60988614309447
77,-2.83603225450789,2.49153803571217,-2.62846992003395,2.57313531226043
78,-2.55890226590879,2.56462574907947,-2.62289256091297,2.56457405941261
79,-3.08569187844516,2.25898171020599,-2.59740828278849,2.59184010450293
80,-2.75971163558659,2.57619689950856,-2.56819903568806,2.59647960836275
81,-2.31467817205387,2.66783230151057,-2.55191390220609,2.56384526507491
82,-2.36203568885442,2.69590235564087,-2.55188945793157,2.59906048860819
83,-2.82293712204007,2.219864507551,-2.5919243024921,2.51777299364653
84,-2.59316214071115,1.95683393831143,-2.62637881661288,2.55798816835507
85,-2.74721312537869,2.52792110624431,-2.56628898147531,2.65638836842998
86,-2.26876098266064,2.48027397051038,-2.5836555102628,2.49816102522737
87,-2.83628544148379,2.45963455691835,-2.62910030678509,2.58160627972519
88,-2.56621073906078,2.53407197998275,-2.62540668039838,2.52796371995896
89,-2.47554871515838,2.55705548688167,-2.58362951628336,2.52725632962175
90,-2.19654730268281,2.59198854034799,-2.57769221370109,2.53392180888834
91,-2.88388833649071,2.56785744801754,-2.5662086822903,2.55702145820123
92,-2.54797169325455,2.37428940034749,-2.60374795093163,2.55894649898559
93,-3.20091317405562,2.58155017843264,-2.59342447321958,2.55790130260766
94,-2.19374888198804,2.29468815967526,-2.59162674429166,2.58297440741521
95,-2.87851867277697,1.99455187791005,-2.60366065304321,2.49805671475794
96,-2.48825168459283,2.08256855358791,-2.55384234046878,2.57630317608366
97,-2.72054105814129,2.24488847614277,-2.53865903273117,2.56952693200381
98,-2.55186228574746,2.33788374437743,-2.58965876625613,2.5650625546047
99,-2.11632670366556,2.35385955867258,-2.54794217353248,2.55011652017137
100,-2.63741479314804,2.55799332710928,-2.58966385488453,2.55316151298878
101,-2.94179297321604,2.46690832668307,-2.54825436465251,2.56387053559904
102,-2.30420500455865,2.47811847941562,-2.5768513478305,2.60063131132683
103,-2.25661763221069,2.39650457628804,-2.58139508023928,2.54097828664724
104,-2.64130263080639,2.56383179808301,-2.5489283607499,2.60047333559433
105,-2.59171325495699,1.97912061344734,-2.57770430228535,2.56464028421055
106,-2.82810529281331,2.18454565105906,-2.62625019778364,2.58273608242734
107,-2.77054744829301,2.43777741852888,-2.58966146876082,2.53401278297481
108,-2.27304817606056,2.48735542147983,-2.56617646477265,2.53906612497717
109,-2.77681707962598,2.45596308659495,-2.60362275737343,2.567858796142
110,-2.30061853008341,2.64131067217788,-2.62130973239649,2.57315690157376
111,-2.68644338606944,2.4212653844048,-2.61809738038578,2.56953503954637
112,-2.53873113834656,2.45508019234282,-2.58963090287231,2.51543789735552
113,-2.09035368104421,2.32893854031075,-2.54898665741585,2.56380303804055
114,-3.19700612853978,2.10954198717506,-2.51648066077817,2.55888625665274
115,-2.49367964440514,2.38847925472751,-2.55882544757397,2.56550053590687
116,-2.56994098553569,2.44978320690152,-2.57685099268454,2.56544609611558
117,-2.11525925123424,2.00856531644464,-2.60709424431712,2.47259626269719
118,-2.32978157145291,2.11864921137565,-2.53345528744594,2.56547145281747
119,-2.87851867277697,2.74417729971373,-2.58135282331146,2.55016933488099
120,-2.20645090416197,2.46459377183532,-2.59203583778715,2.54377036596607
121,-2.36973491182222,2.29496860315783,-2.58151336633299,2.51773131908424
122,-2.09035368104421,2.55190110194778,-2.55374665109328,2.55024513555024
123,-2.79807527307151,2.11769726237952,-2.58256898561006,2.56776202139114
124,-2.76099972784459,2.26385672142676,-2.61997351698462,2.57327841301514
125,-2.02855749633828,2.52792110624431,-2.57682120037026,2.60030036224215
126,-2.86142477327503,2.38733186202171,-2.58264062013188,2.53726386355856
127,-2.31660211888839,2.1500377867625,-2.57329872527545,2.51772096162427
128,-1.88796227391244,2.17990951267266,-2.59729442134237,2.55012607935747
129,-2.68143937056016,2.45508019234282,-2.55643907168511,2.56685631445941
130,-2.37631240376619,2.42341296258097,-2.54890250054103,2.57322840065217
131,-2.48502082289746,2.92503394640661,-2.55633168234409,2.53000820607221
132,-2.3802187119209,3.11973480230801,-2.58139160235008,2.54377214242368
133,-2.10879545091182,2.15367872302602,-2.53715201703323,2.55461641800569
134,-2.73740620312031,2.50880158352861,-2.57252070622708,2.55454722298316
135,-2.6911199882911,2.68389087218871,-2.60193646696611,2.52732236696491
136,-2.49367964440514,2.11273024171292,-2.58260843188585,2.53401676269835
137,-2.25118488454161,2.63742934490139,-2.59546442628693,2.54241331957526
138,-2.89866682376118,2.43300896512522,-2.54964000942754,2.53005593859197
139,-2.43442890357767,2.66733120258512,-2.57251009895729,2.51532586995631
140,-2.48929954725971,2.58169500699232,-2.58264174955228,2.58274084736948
141,-2.38299213247519,2.69485606158575,-2.63672668633291,2.51776816354351
142,-2.90177472329534,2.05890875809593,-2.62853525639292,2.59174354121982
143,-2.55106645243453,2.24948502786078,-2.5564289896636,2.54487865980054
144,-2.69922740548435,2.40965130203324,-2.5814314046871,2.55325964881417
145,-2.69769383759528,2.01517184810292,-2.55240681120116,2.60696496091956
146,-2.21026412277565,2.46584412016052,-2.52952817813208,2.57154028074922
147,-2.20159412239723,2.20162913379853,-2.55248395014271,2.591777030275
148,-2.29481290467441,2.65850932889984,-2.58698704758136,2.56679411586083
149,-2.56817943312044,2.43300896512522,-2.59336487918651,2.58298956220249
150,-3.15401489796831,2.15377083124625,-2.53700463723714,2.52941210931663
151,-2.47653710986297,2.27594829566327,-2.55236069965587,2.5570444083552
152,-2.62941405315717,2.33788374437743,-2.62851080751286,2.56508903834196
153,-2.55377988381098,2.49806216440743,-2.56988590635328,2.51542244988739
154,-2.12658629203277,2.41026799448029,-2.63471537596584,2.49561137667091
155,-2.07755025389249,2.38609922253145,-2.60192443892689,2.5435873464604
156,-2.76530991020869,2.72421515150961,-2.58367453730019,2.56784841034804
157,-2.91499246374537,2.30252779879876,-2.58260026663384,2.50121372887589
158,-2.88682462567474,2.55315770109749,-2.59560533415522,2.55709176989482
159,-2.6284546600038,3.15260356402204,-2.58256747484152,2.58161560267896
160,-2.32451946855362,2.5793457791952,-2.59162850742952,2.5650705957456
161,-2.85402690827673,1.76760722444508,-2.62149363088521,2.55710391092029
162,-2.33660118196833,2.08089464387559,-2.58138503935972,2.53182884816747
163,-2.26275569006038,2.55799332710928,-2.62626091736796,2.55460879378137
164,-2.29879599250741,2.12680636845094,-2.55373883685969,2.56453985860836
165,-3.26429861250586,2.56462574907947,-2.59442850966219,2.54100052044325
166,-2.00899441633325,2.97722546971368,-2.54638028600595,2.49156531042392
167,-2.37537406463288,2.72558874730197,-2.58146727093274,2.59209576765298
168,-2.52420606129538,2.87201891103522,-2.58694219770684,2.5641555347951
169,-2.89969353509829,2.17426029500367,-2.57818691016359,2.52732672393414
170,-2.86272870491422,2.9531000023681,-2.55112419330488,2.55196594908408
171,-2.2778057355834,2.56785744801754,-2.59179408053006,2.55198456722862
172,-2.31669100401009,2.37684875656732,-2.56997818522556,2.57930977905556
173,-2.76530991020869,2.4591193109399,-2.57324308268449,2.56687722779346
174,-2.36387077016281,2.5793457791952,-2.57247013419972,2.54491262993201
175,-2.37753925519689,2.58266314837631,-2.58217915954994,2.52505660262237
176,-2.31467817205387,2.68746551325921,-2.57243563465221,2.52793128766637
177,-2.0226989434298,3.08135502809812,-2.59193466751495,2.5815740264783
178,-1.93992398054322,2.49562488927939,-2.60015222423568,2.52503532558976
179,-2.61127551428406,2.78678607243995,-2.54265714091088,2.55458558247019
180,-2.54797169325455,2.51006153388116,-2.60197856297222,2.53399318080006
181,-2.7727414719048,2.77538195644513,-2.58263407183188,2.49810086241729
182,-2.79757303719357,2.41026799448029,-2.60365987310299,2.56613578085763
183,-2.6167873897649,2.59183702720893,-2.58638778129348,2.53903636839009
184,-2.56994098553569,2.61828243456474,-2.55188366497529,2.57817508426987
185,-2.53713361006543,2.88130092626899,-2.58941200004134,2.56501323742756
186,-2.27781713400648,2.43659864464641,-2.59435895980282,2.54485763313251
187,-2.68338492420992,2.45963455691835,-2.62908864073634,2.5570951278526
188,-2.39136268549397,2.79425272276297,-2.58363506918802,2.57160897920917
189,-2.91995340973227,2.08517349837647,-2.611353748973,2.55317349867894
190,-2.32783963099298,2.72409230509745,-2.56625756004635,2.53729174377377
191,-2.07498314221101,2.3577345201767,-2.59339743779811,2.54097176407289
192,-2.11228542507998,2.41505619025235,-2.59205307023469,2.57933827785555
193,-2.60193986366565,2.22386474791394,-2.57763852878913,2.5678954136823
194,-2.79757303719357,2.34947901046807,-2.56620547676518,2.57160033827834
195,-2.48825168459283,2.84808921692627,-2.54961884938905,2.56405217475309
196,-2.56817943312044,2.95846163427699,-2.59312480600669,2.55310529384094
197,-1.83903186660037,2.66519700104252,-2.58601876415789,2.50137874564175
198,-2.6911199882911,2.74396417644117,-2.59442017651875,2.52934139759914
199,-2.1934064341765,2.32244510052147,-2.59171927351832,2.55790020338121
200,-2.2968147043716,1.72730703255719,-2.57311356078474,2.54481700311019
201,-2.44045076232296,3.01253771381822,-2.53874507277061,2.58175030550281
202,-2.09072913202051,2.52505002326621,-2.58642395422143,2.55021859638686
203,-2.54957653476079,2.59198854034799,-2.59201688663523,2.59108624955711
204,-1.99801988138752,2.13767893571933,-2.55245545497263,2.57620810367362
205,-2.33608191645682,2.53004850007327,-2.54267076331132,2.62229647455097
206,-2.54829348630779,2.19898480019357,-2.61807490455344,2.52790468555881
207,-2.49663249719099,2.46934800193381,-2.58355944909481,2.49557344293669
208,-2.58935424649828,2.2548379372144,-2.58648030203384,2.56464028421055
209,-2.25925166273066,2.14815127092285,-2.59545972755924,2.56776745371317
210,-2.23749525210777,2.41505619025235,-2.58265180818592,2.53412963478537
211,-2.35668424348107,2.51295613416707,-2.58964381326362,2.55463636320797
212,-2.62620361587509,2.35678657740958,-2.62526980234014,2.58298746213513
213,-2.56817943312044,2.78677228888119,-2.59726154144878,2.52938283032341
214,-2.47964693360698,2.26476063676213,-2.55186682907257,2.56777388613738
215,-3.00768157743752,2.69070493961917,-2.61132779789716,2.56948787458428
216,-2.10879545091182,2.30931120862421,-2.57310351366515,2.53906726554056
217,-2.43612805561387,2.17990951267266,-2.59187510796282,2.56407919156871
218,-2.25661763221069,2.106574039544,-2.60200841112787,2.5273640982457
219,-2.88486212105084,2.4726080969636,-2.63562690867004,2.57323446264953
220,-2.48459208610604,2.73425471201715,-2.53703947529978,2.54096922954402
221,-2.33525148261522,2.30505235328846,-2.59171927351832,2.58294268577879
222,-2.93158239551756,2.86163231663962,-2.60703636181733,2.55797833701239
223,-2.6167873897649,2.42341296258097,-2.58226379281576,2.55323987506874
224,-2.31957225627827,2.30330713856557,-2.55244978887336,2.50133861772377
225,-2.67787357845532,2.58155017843264,-2.5973433560509,2.50535447458463
226,-2.55377988381098,2.5317993682936,-2.59189705903935,2.52507878302031
227,-2.50139028645961,2.57158581993196,-2.58640210150739,2.56501853277468
228,-2.45296518330731,2.7613977385833,-2.61119335306124,2.56789812222673
229,-2.31467817205387,2.83103154197686,-2.58937680510844,2.55805351898427
230,-2.91043804466792,2.81377960817324,-2.54893729544647,2.53185874096487
231,-2.21534225139006,2.35083953325087,-2.58250892137465,2.55023337245848
232,-2.05870680406937,2.30259174951217,-2.62273947911723,2.53388205293085
233,-3.06278441314904,2.71743474759893,-2.62627767779315,2.56382600769707
234,-2.18393352890437,2.10967584217878,-2.58363998198724,2.56782087199007
235,-2.77681707962598,2.85599072101222,-2.63688323435025,2.56511294756072
236,-2.2281223445417,2.53407197998275,-2.58963663452673,2.52728375662083
237,-2.23051514010117,2.52570899734859,-2.57325653846143,2.53904864697867
238,-2.25118488454161,2.137743060754,-2.54271796789,2.5650319435061
239,-2.00753068059453,2.77176149834541,-2.58147797314943,2.54496449130724
240,-2.0619097500911,2.49562488927939,-2.60417962525033,2.50533967192311
241,-2.07640333915873,2.65445344382816,-2.61135387188405,2.59097717050001
242,-2.07909104776932,3.11199193520756,-2.58226743191242,2.53185451282541
243,-2.59171325495699,2.34847119303265,-2.58262270091431,2.52928964037603
244,-2.48459208610604,2.7485248214815,-2.5931412637303,2.57158207600097
245,-2.72895889467284,2.92145920960723,-2.60198824515874,2.56464028421055
246,-2.26885384679277,2.01608467340304,-2.59729543065677,2.47811952824674
247,-2.51640679962631,2.57319251021392,-2.5725540573764,2.59698025741077
248,-2.50343936883785,2.44978320690152,-2.56827358790556,2.55322569821759
249,-2.54266962905603,2.01608467340304,-2.58962838424422,2.52793648657587
250,-2.64783371604626,2.73507036734697,-2.58941563567764,2.57815951774116
251,-2.82293712204007,2.378399714554,-2.6180396815564,2.56782877003156
252,-2.93555892779082,2.40965130203324,-2.58697753384704,2.5373965413386
253,-2.32346372499524,2.92503394640661,-2.60195550638201,2.52508070652224
254,-2.32451946855362,2.1503642616577,-2.57823858742255,2.59250171567526
255,-2.51726192545689,2.12680636845094,-2.56819498671013,2.56620760168113
256,-2.3429205538201,2.45963455691835,-2.57240695397163,2.55801166042397
257,-2.45895491894284,2.56623091667305,-2.54957337074659,2.54098747714468
258,-2.19247228945644,2.12659807042943,-2.60415124855215,2.52939218137633
259,-2.56621073906078,2.75552698050573,-2.58645391340858,2.56623629789832
260,-2.67471642708095,2.8452372905083,-2.59182290809244,2.57314058376283
261,-2.73740620312031,2.96011853023735,-2.582224087841,2.56411859281702
262,-2.77875551118709,2.71586394920197,-2.5919443041136,2.56518032861033
263,-2.28790342485677,2.46934800193381,-2.57246896814847,2.51546160671153
264,-2.59729316718648,2.9010145769469,-2.55894382297146,2.58161431461648
265,-2.29966916994495,2.6710218717446,-2.57245921133997,2.53411842777751
266,-2.39437769178352,2.91907407021159,-2.585929978751,2.52997541971981
267,-2.42036931895873,2.21196839030662,-2.592086423688,2.53005274529604
268,-2.55106645243453,2.75754034239828,-2.59551448271734,2.55321349355727
269,-1.92948742796189,2.45785617127111,-2.59200040842094,2.57941102490037
270,-2.73062725191767,2.11864921137565,-2.59202434505345,2.57940514894699
271,-2.35758126031472,2.66519700104252,-2.57821375237402,2.52325039653077
272,-2.21818931905747,2.60066780685478,-2.5410558160759,2.6183399062479
273,-2.25661763221069,2.28479941610311,-2.58265642198006,2.5917866792213
274,-2.31660211888839,2.97434034557667,-2.58966385488453,2.51540883846513
275,-2.40960017855751,2.73970331117905,-2.65464239868593,2.48732519492309
276,-2.39930876827632,2.7801479281225,-2.60197102048179,2.64089443598563
277,-2.25421967205948,2.24928668208297,-2.58368960135614,2.50122843336568
278,-2.50716521906871,2.26110440082175,-2.62530580531073,2.57807223557411
279,-2.53501404085882,2.11120137158403,-2.59187392245572,2.56464028421055
280,-2.50343936883785,2.63929281107004,-2.55648587873164,2.5250740260934
281,-2.39043714550282,2.40665772887979,-2.5826132013365,2.54498493806403
282,-3.2702295985255,2.43063442561521,-2.58257747652556,2.59712807827126
283,-2.72895889467284,2.33193767088153,-2.59553251073025,2.56689693129944
284,-3.042654983357,2.2061936479093,-2.6348028319199,2.56417517663331
285,-2.78708571938429,2.46459377183532,-2.57332272415222,2.56691635931074
286,-2.6001058535182,2.44939956266236,-2.58258579834491,2.53411435616947
287,-2.74724317403326,2.58169500699232,-2.59201791053675,2.58178545086297
288,-2.32451946855362,2.30726559175801,-2.6019663796065,2.52326657600346
289,-2.71279805639213,2.33800768427537,-2.59560901135177,2.48747882334528
290,-2.4694341249635,2.37598404874126,-2.56626453286168,2.6068162078585
291,-2.63572120178177,2.40965130203324,-2.58647074573338,2.48744224476287
292,-2.32500762914181,2.45412773326505,-2.60006420039336,2.51299523990948
293,-2.91499246374537,2.5991138399831,-2.57811805622094,2.50540212514132
294,-2.87708894339705,2.69485606158575,-2.53876225285534,2.58150384014676
295,-2.81581199092883,2.55190110194778,-2.58594878664386,2.56464028421055
296,-2.54266962905603,2.42692670857279,-2.54102841999128,2.62243254674137
297,-2.73062725191767,2.53397867560498,-2.57818593975015,2.56554984070653
298,-2.58146147092549,2.26273180902635,-2.56994367092187,2.53912442220382
299,-3.01904995136697,2.57814423016221,-2.58142351766807,2.55898568668543
300,-2.82587363509331,3.08135502809812,-2.54273107338699,2.56622717797394
301,-2.62139629647039,2.42451998768117,-2.62868547593893,2.56956723994399
302,-2.41816952143442,2.77743584380971,-2.58135175805963,2.53403184707829
303,-2.65589404929402,2.42451998768117,-2.60192520582264,2.50890178154953
304,-2.58639996592753,2.36301174133394,-2.60355699109831,2.56782013643447
305,-2.37753925519689,2.46344987227959,-2.56982557932796,2.54372501356825
306,-2.64646427087039,2.85550255087995,-2.59171927351832,2.55705561782633
307,-2.48825168459283,2.46934800193381,-2.6416165020558,2.4904718827868
308,-2.19001620123122,2.19489468520863,-2.59171927351832,2.59705239300855
309,-2.69769383759528,2.88585667032428,-2.57310948125566,2.55321494223211
310,-2.02589916535974,2.34425843457038,-2.58643994424548,2.59189845860193
311,-2.37879610452906,2.45412773326505,-2.5050444358983,2.55891077494679
312,-2.22376018293579,2.71899544054124,-2.58963299594523,2.5715352788781
313,-3.00768157743752,2.43559937286792,-2.57251372016127,2.49555006729187
314,-2.43612805561387,2.2583598705224,-2.59210706399301,2.53894834416377
315,-2.79474552016359,2.08878448739248,-2.58938643507492,2.49050781294566
316,-2.70667519464813,2.59183702720893,-2.50144767777829,2.45898925426547
317,-2.03899470885412,2.69116736942456,-2.56823312919554,2.57810979862161
318,-2.55377988381098,2.12815938758876,-2.60004515432698,2.49148817853631
319,-2.50690772676999,2.74417729971373,-2.52425582611122,2.62025576517552
320,-2.52316965894796,2.72558874730197,-2.5931412637303,2.57632800777243
321,-2.21026412277565,2.35792342402693,-2.60196221859555,2.53406560534029
322,-2.50848195324914,2.34979368202266,-2.58229670478698,2.57808320540931
323,-2.77910978011683,2.43910736444008,-2.62635600118929,2.54234633602216
324,-2.19654730268281,2.04080910808228,-2.62906256769874,2.58277123713394
325,-2.49709931772226,2.73970331117905,-2.56623637915971,2.57621269881334
326,-3.06278441314904,2.59256876580449,-2.59726707368123,2.51532828247823
327,-2.08565108079611,2.26273180902635,-2.58263219242495,2.53910765131073
328,-2.33660118196833,2.22933320903975,-2.60196661677773,2.5678863796612
329,-3.0716729933526,2.60066780685478,-2.62636564588867,2.57156450458648
330,-2.47653710986297,2.50534566094069,-2.56824156807237,2.57934665126134
331,-2.62912418775378,2.50354862556588,-2.60424175881772,2.55454104505707
332,-2.57246465757397,2.32244510052147,-2.55895603331545,2.56512509841028
333,-2.54633209518326,2.11120137158403,-2.52211464001634,2.57820616866576
